,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,community_owned_date
2101,"['c#', '.net', 'webclient', 'streamreader']","{'account_id': 408307, 'reputation': 2233, 'user_id': 778894, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/0c087272961600f9314da2d386c77c8c?s=256&d=identicon&r=PG', 'display_name': 'Novalis', 'link': 'https://stackoverflow.com/users/778894/novalis'}",True,1330,4,0,1397663951,1343744281,1343747109.0,11742252,CC BY-SA 3.0,https://stackoverflow.com/questions/11742252/can-not-close-streamreader-reader-close-blocks-code,Can not close StreamReader (reader.Close(); blocks code),11744691.0,,,,
2102,"['c#', 'asp.net', 'objectdatasource']","{'account_id': 1284680, 'reputation': 488, 'user_id': 1238014, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/069e01bc647bdd8993e0c804d6618bfe?s=256&d=identicon&r=PG', 'display_name': 'tdean', 'link': 'https://stackoverflow.com/users/1238014/tdean'}",True,8159,1,1,1397625684,1343435067,1343437223.0,11697187,CC BY-SA 3.0,https://stackoverflow.com/questions/11697187/passing-complex-object-parameter-to-objectdatasource-select,Passing complex object parameter to ObjectDataSource Select,11697465.0,,,,
2103,"['c#', 'asp.net', 'ms-word']","{'account_id': 1619864, 'reputation': 39, 'user_id': 1496691, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2e666a599f8eec90c8c9e2005168d96?s=256&d=identicon&r=PG', 'display_name': 'Hina Hanif', 'link': 'https://stackoverflow.com/users/1496691/hina-hanif'}",False,572,1,-4,1397591199,1341325277,1397591199.0,11312957,CC BY-SA 3.0,https://stackoverflow.com/questions/11312957/read-ms-word-in-asp-net-c,read MS Word in ASP.NET C#,,,,,
2104,"['c#', 'wpf', 'console.writeline']","{'account_id': 431997, 'reputation': 4779, 'user_id': 816448, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/3cd10c960e0fcfb81e094ab17b0128ad?s=256&d=identicon&r=PG', 'display_name': 'Nickolay Kondratyev', 'link': 'https://stackoverflow.com/users/816448/nickolay-kondratyev'}",True,2875,4,8,1397479966,1341253096,1397479966.0,11299024,CC BY-SA 3.0,https://stackoverflow.com/questions/11299024/is-console-writeline-a-bottleneck-in-windows-applications,is Console.WriteLine a bottleneck in Windows Applications?,11299593.0,,,,
2105,"['c#', 'string', 'file']","{'account_id': 1387109, 'reputation': 1075, 'user_id': 1318880, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/4c17b55d32d7219429dcce867578160b?s=256&d=identicon&r=PG', 'display_name': 'Jason Paddle', 'link': 'https://stackoverflow.com/users/1318880/jason-paddle'}",True,2470,5,1,1397458537,1341389623,1341390238.0,11325028,CC BY-SA 3.0,https://stackoverflow.com/questions/11325028/extract-strings-from-file-and-save-in-another-using-c,Extract strings from file and save in another using c#,11325234.0,,,,
2106,"['c#', 'openoffice.org', 'openoffice-writer']","{'account_id': 409201, 'reputation': 31, 'user_id': 780320, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad3f384599348a5ff4b0026c7228052e?s=256&d=identicon&r=PG', 'display_name': 'Jezza', 'link': 'https://stackoverflow.com/users/780320/jezza'}",True,463,2,0,1397185710,1341588696,1341830011.0,11365242,CC BY-SA 3.0,https://stackoverflow.com/questions/11365242/unregistering-datasource-and-deleting-associated-csv-file,Unregistering datasource and deleting associated CSV file,11392715.0,,,,
2107,"['c#', 'powershell', 'powershell-3.0', 'dynamic-language-runtime']","{'account_id': 1275734, 'reputation': 2840, 'user_id': 1231055, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/k7x3R.png?s=256&g=1', 'display_name': 'Brad Campbell', 'link': 'https://stackoverflow.com/users/1231055/brad-campbell'}",True,538,2,8,1397153709,1342923382,1397153709.0,11597333,CC BY-SA 3.0,https://stackoverflow.com/questions/11597333/how-can-i-host-powershell-3-0-in-a-c-app-using-a-similar-api-to-other-dlr-langu,How can I host PowerShell 3.0 in a c# app using a similar API to other DLR languages,18970844.0,,,,
2108,"['c#', '.net', 'winforms', 'timer-jobs', 'invocation']","{'account_id': 1598200, 'reputation': 3, 'user_id': 1479807, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c119f877fb67274b4b4c3607ae49176c?s=256&d=identicon&r=PG', 'display_name': 'Saeed Farid', 'link': 'https://stackoverflow.com/users/1479807/saeed-farid'}",True,409,1,0,1397117788,1341382019,1397117788.0,11323289,CC BY-SA 3.0,https://stackoverflow.com/questions/11323289/application-is-halting-when-using-methodinvoker-in-custom-timer,Application is halting when using MethodInvoker in custom timer,11324279.0,,,,
2109,"['c#', 'multithreading', 'dll']","{'account_id': 287125, 'reputation': 7603, 'user_id': 586754, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/686376f270905a050e8efc8fc55c3291?s=256&d=identicon&r=PG', 'display_name': 'Andreas Reiff', 'link': 'https://stackoverflow.com/users/586754/andreas-reiff'}",False,826,0,0,1397104069,1342616195,1397104069.0,11541923,CC BY-SA 3.0,https://stackoverflow.com/questions/11541923/how-to-stop-a-thread-on-dll-unload,How to stop a thread on .dll unload,,,,,
2110,"['c#', 'dictionary', 'getter-setter']","{'account_id': 125740, 'reputation': 7838, 'user_id': 321721, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/af61521ae8209fa8d3cce1e4fb61efcc?s=256&d=identicon&r=PG', 'display_name': 'Mausimo', 'link': 'https://stackoverflow.com/users/321721/mausimo'}",True,51365,6,24,1396872856,1342802496,1396872770.0,11583595,CC BY-SA 3.0,https://stackoverflow.com/questions/11583595/how-to-write-a-getter-and-setter-for-a-dictionary,How to write a getter and setter for a Dictionary?,11583686.0,,,,
2111,"['c#', 'asp.net']","{'account_id': 1634315, 'reputation': 1767, 'user_id': 1508228, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/6mks0.jpg?s=256&g=1', 'display_name': 'Purvesh Desai', 'link': 'https://stackoverflow.com/users/1508228/purvesh-desai'}",True,410,1,-1,1396616374,1342851214,1396616374.0,11589936,CC BY-SA 3.0,https://stackoverflow.com/questions/11589936/how-to-get-top-record-from-datalist,how to get top record from datalist,11591606.0,,,,
2112,"['c#', 'asp.net', 'asp.net-mvc-3', 'validationsummary']","{'account_id': 1626331, 'reputation': 161, 'user_id': 1501818, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/93e90c4777912102c3cc90af5e76abdd?s=256&d=identicon&r=PG', 'display_name': 'Cambridge Developer', 'link': 'https://stackoverflow.com/users/1501818/cambridge-developer'}",True,3509,1,6,1396615693,1341413155,1495541280.0,11331303,CC BY-SA 3.0,https://stackoverflow.com/questions/11331303/mvc-validationsummary-ignores-model-level-validation-errors-when-bound-using-try,MVC ValidationSummary ignores model level validation errors when bound using TryUpdateModel,,,,,
2113,"['c#', 'asp.net', 'delegates', 'event-handling', 'page-index-changed']","{'account_id': 415767, 'reputation': 807, 'user_id': 790766, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/7a2e32bac30a9a806aa0ce000cf520f0?s=256&d=identicon&r=PG', 'display_name': 'Rooney', 'link': 'https://stackoverflow.com/users/790766/rooney'}",True,1471,1,1,1396599602,1342088871,1396599602.0,11449893,CC BY-SA 3.0,https://stackoverflow.com/questions/11449893/dynamic-gridview-pageindexchanging-not-firing,Dynamic GridView PageIndexChanging not firing?,11450338.0,,,,
2114,"['c#', 'asp.net']","{'account_id': 461323, 'reputation': 1076, 'user_id': 862945, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/c158b519247729d521bb71bc26efa62d?s=256&d=identicon&r=PG', 'display_name': 'cgval', 'link': 'https://stackoverflow.com/users/862945/cgval'}",True,446,2,6,1396463653,1341924583,,11413679,CC BY-SA 3.0,https://stackoverflow.com/questions/11413679/static-variable-interference-asp-net,Static Variable interference ASP.net?,11413700.0,,,,
2115,"['c#', 'debugging', 'if-statement', 'foreach', 'breakpoints']","{'user_type': 'does_not_exist', 'display_name': 'user1017882'}",True,6792,5,10,1396436834,1341219098,,11290485,CC BY-SA 3.0,https://stackoverflow.com/questions/11290485/conditional-c-breakpoint,Conditional C# breakpoint?,22809479.0,,,,
2116,"['c#', 'asp.net-mvc', 'asp.net-mvc-3']","{'account_id': 49686, 'reputation': 4886, 'user_id': 539542, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/2f5e3493d3fb6af4a236232dac5c86ee?s=256&d=identicon&r=PG', 'display_name': 'Animesh', 'link': 'https://stackoverflow.com/users/539542/animesh'}",True,4248,1,3,1396324266,1341140725,1341141757.0,11281421,CC BY-SA 3.0,https://stackoverflow.com/questions/11281421/why-does-empty-controllername-property-work-when-the-default-action-is-empty,Why does empty controllerName property work when the default action is empty?,11284356.0,,,,
2117,"['c#', 'list', 'xna', 'swap']","{'account_id': 1594378, 'reputation': 65, 'user_id': 1476943, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7eaaa7bdb920c446f60f10fa3528872?s=256&d=identicon&r=PG', 'display_name': 'user1476943', 'link': 'https://stackoverflow.com/users/1476943/user1476943'}",True,20178,2,2,1396277830,1341154883,1495540122.0,11283028,,https://stackoverflow.com/questions/11283028/how-do-i-swap-2-elements-in-a-list,How do I swap 2 elements in a list,11283084.0,1341244134.0,exact duplicate,,
2118,"['c#', 'email', 'email-headers']","{'account_id': 255524, 'reputation': 14554, 'user_id': 535637, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'michael', 'link': 'https://stackoverflow.com/users/535637/michael'}",True,1213,1,2,1396033521,1343135492,1396033521.0,11631609,CC BY-SA 3.0,https://stackoverflow.com/questions/11631609/will-a-custom-email-header-be-included-in-reply-emails,Will a custom email header be included in reply emails?,11631736.0,,,,
2119,"['c#', 'wpf', 'drag-and-drop']","{'account_id': 1581831, 'reputation': 735, 'user_id': 1467065, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/5b2949a62f7fa540f431fff7587b8ec6?s=256&d=identicon&r=PG', 'display_name': 'user13657', 'link': 'https://stackoverflow.com/users/1467065/user13657'}",True,2517,1,-1,1396025496,1343396596,1396025496.0,11689024,,https://stackoverflow.com/questions/11689024/control-to-drag-and-drop-buttons-in-wpf,Control to drag and drop buttons in WPF,,1499746859.0,Needs more focus,,
2120,"['c#', 'casting', 'boxing']","{'account_id': 1643455, 'reputation': 661, 'user_id': 1515475, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/11f377c3c9ba0f564c26d161a88701a6?s=256&d=identicon&r=PG', 'display_name': 'LaysomeSmith', 'link': 'https://stackoverflow.com/users/1515475/laysomesmith'}",True,1278,6,9,1396010447,1342473671,1342474447.0,11512750,CC BY-SA 3.0,https://stackoverflow.com/questions/11512750/boxing-and-unboxing-is-also-casting,Boxing and unboxing is also casting?,,,,,
2121,"['c#', 'generics']","{'account_id': 1685114, 'reputation': 171, 'user_id': 1548582, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9917bcad8f5c43565cd8abb6c639968?s=256&d=identicon&r=PG', 'display_name': 'destator', 'link': 'https://stackoverflow.com/users/1548582/destator'}",True,1882,2,8,1395874873,1343132184,1343132444.0,11630676,CC BY-SA 3.0,https://stackoverflow.com/questions/11630676/c-generic-constraints-for-ienumerable,C# generic constraints for IEnumerable,11630779.0,,,,
2122,"['c#', 'windows', 'dependencies', 'gtk#', 'mkbundle']","{'account_id': 1151980, 'reputation': 467, 'user_id': 1133479, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/14e5966b3e02683db765676301945996?s=256&d=identicon&r=PG', 'display_name': 'Excrubulent', 'link': 'https://stackoverflow.com/users/1133479/excrubulent'}",False,492,1,2,1395874171,1341305196,1341364517.0,11307419,CC BY-SA 3.0,https://stackoverflow.com/questions/11307419/bundled-gtk-application-wont-run-on-new-win7-install,Bundled GTK# application won&#39;t run on new Win7 install,,,,,
2123,"['c#', 'visual-studio', 'languageservice', 'mpf']","{'account_id': 537935, 'reputation': 167, 'user_id': 906196, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/214dace333f916e3743fded860289c2f?s=256&d=identicon&r=PG', 'display_name': 'Fraser Cormack', 'link': 'https://stackoverflow.com/users/906196/fraser-cormack'}",True,771,2,3,1395834689,1343235052,,11654744,CC BY-SA 3.0,https://stackoverflow.com/questions/11654744/visual-studio-custom-language-service,Visual Studio Custom Language Service,,,,,
2124,"['c#', 'asp.net', 'updatepanel', 'postback', 'radiobuttonlist']","{'account_id': 1536773, 'reputation': 1356, 'user_id': 1432594, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/9b6eb267f32bb671e74ac631a714e0b7?s=256&d=identicon&r=PG', 'display_name': 'Eric', 'link': 'https://stackoverflow.com/users/1432594/eric'}",False,2821,1,0,1395825125,1341507913,1341514860.0,11349119,CC BY-SA 3.0,https://stackoverflow.com/questions/11349119/radiobuttonlist-onselectedindexchanged-only-firing-once,RadioButtonList OnSelectedIndexChanged Only firing ONCE,,,,,
2125,"['c#', 'asp.net', 'linq', 'html-agility-pack']","{'account_id': 27173, 'reputation': 13808, 'user_id': 71422, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/ab852a46436d9c00c56b3d3dd6d6e447?s=256&d=identicon&r=PG&f=1', 'display_name': 'dotnet-practitioner', 'link': 'https://stackoverflow.com/users/71422/dotnet-practitioner'}",True,1308,1,2,1395776911,1342051373,,11443322,CC BY-SA 3.0,https://stackoverflow.com/questions/11443322/namespace-manager-or-xsltcontent-to-parse-aspx-page,NameSpace Manager or XsltContent to parse aspx page,11475264.0,,,,
2126,"['c#', 'windows-services']","{'account_id': 1469827, 'reputation': 773, 'user_id': 1381663, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/9128aa6c73f98b47b173903dae62aa67?s=256&d=identicon&r=PG', 'display_name': 'Lee', 'link': 'https://stackoverflow.com/users/1381663/lee'}",True,1593,3,6,1395753098,1341325620,1390500796.0,11313070,CC BY-SA 3.0,https://stackoverflow.com/questions/11313070/installing-net-windows-service-with-lib-folder,Installing .net windows service with lib folder,,,,,
2127,"['c#', '.net', 'named-pipes']","{'account_id': 441075, 'reputation': 3147, 'user_id': 830993, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/0f5393fbd1a140d3831d7c91da42f4bb?s=256&d=identicon&r=PG', 'display_name': 'Ksice', 'link': 'https://stackoverflow.com/users/830993/ksice'}",True,25169,2,5,1395734855,1342091292,1495542736.0,11450522,CC BY-SA 3.0,https://stackoverflow.com/questions/11450522/c-asynchronous-namedpipeserverstream-the-pipe-is-being-closed-exception,C#: Asynchronous NamedPipeServerStream The pipe is being closed exception,11450803.0,,,,
2128,"['c#', 'asp.net-mvc-3', 'razor']","{'account_id': 968842, 'reputation': 44148, 'user_id': 991788, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/39d159a6f2a0cacf9e03a0e16bbd3097?s=256&d=identicon&r=PG', 'display_name': 'Sachin Kainth', 'link': 'https://stackoverflow.com/users/991788/sachin-kainth'}",True,1648,1,6,1395708025,1341332581,1395708025.0,11315154,CC BY-SA 3.0,https://stackoverflow.com/questions/11315154/razor-vs-calling-renderpartial,Razor @{ ... } vs @ calling RenderPartial,11315352.0,,,,
2129,"['c#', 'asp.net', 'excel', 'epplus']","{'account_id': 1342733, 'reputation': 405, 'user_id': 1284106, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/f90cfe17fce1c4d27786ed6876bc526e?s=256&d=identicon&r=PG', 'display_name': 'j00b', 'link': 'https://stackoverflow.com/users/1284106/j00b'}",True,26611,5,16,1395705172,1342640847,1350571621.0,11549139,CC BY-SA 3.0,https://stackoverflow.com/questions/11549139/epplus-error-when-outputting-xlsx-to-response,EPPlus Error When Outputting .XLSX to Response,,,,,
2130,"['c#', 'cookies']","{'user_type': 'does_not_exist', 'display_name': 'user861555'}",True,2026,2,1,1395672980,1341858892,1341929053.0,11401002,CC BY-SA 3.0,https://stackoverflow.com/questions/11401002/c-overwrite-existing-cookie-in-cookiecontainer,C# overwrite Existing Cookie in CookieContainer?,,,,,
2131,"['c#', 'string', 'integer']","{'account_id': 1178916, 'reputation': 3871, 'user_id': 1154283, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/1d79d329fe43d6492dcc90d2cc46e460?s=256&d=identicon&r=PG', 'display_name': 'Kosmo零', 'link': 'https://stackoverflow.com/users/1154283/kosmo%e9%9b%b6'}",True,2461,5,2,1395662376,1343308413,1343308597.0,11670105,CC BY-SA 3.0,https://stackoverflow.com/questions/11670105/trying-to-convert-first-symbol-of-string-to-int-getting-weird-value,"Trying to convert first symbol of string to int, getting weird value",11670184.0,,,,
2132,"['c#', 'datagridview', 'drag-and-drop']","{'account_id': 1164569, 'reputation': 1476, 'user_id': 1143465, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/b4990b6404e0b0d75f49e7f4680b2b35?s=256&d=identicon&r=PG', 'display_name': 'Joshua', 'link': 'https://stackoverflow.com/users/1143465/joshua'}",True,7055,1,2,1395350865,1342451927,1395350865.0,11507321,CC BY-SA 3.0,https://stackoverflow.com/questions/11507321/in-c-is-there-a-way-to-drag-a-datagridview-cells-content-to-another-cell,"In C#, Is there a way to drag a DataGridView cell&#39;s content to another cell?",,,,,
